"Estado","% Ocupación"
"Ciudad de México","56.39"
"Sinaloa","54.79"
"México","44.05"
"Baja California","40.00"
"Tabasco","35.29"
"Tlaxcala","30.00"
"Quintana Roo","26.92"
"Veracruz de Ignacio de La Llave","23.76"
"Oaxaca","23.01"
"Hidalgo","19.42"
"Puebla","19.41"
"Morelos","18.29"
"Yucatán","14.96"
"Guerrero","12.35"
"Baja California Sur","11.76"
"Colima","11.11"
"San Luis Potosí","9.73"
"Nuevo León","9.60"
"Chiapas","9.57"
"Aguascalientes","9.52"
"Coahuila de Zaragoza","8.49"
"Chihuahua","7.42"
"Michoacán de Ocampo","7.24"
"Campeche","7.24"
"Querétaro","7.10"
"Guanajuato","7.07"
"Durango","5.76"
"Tamaulipas","3.86"
"Zacatecas","3.79"
"Nayarit","3.12"
"Jalisco","2.98"
"Sonora","2.51"
