"Estado","% Ocupación"
"Ciudad de México","85.47"
"México","81.07"
"Nuevo León","72.75"
"Baja California","58.49"
"Tlaxcala","58.08"
"Hidalgo","51.78"
"Jalisco","49.30"
"Querétaro","49.21"
"Aguascalientes","48.26"
"Puebla","47.65"
"Coahuila de Zaragoza","46.93"
"Sonora","46.28"
"Morelos","46.15"
"Zacatecas","45.28"
"San Luis Potosí","44.44"
"Tabasco","44.04"
"Colima","43.90"
"Oaxaca","43.70"
"Durango","42.85"
"Guanajuato","38.21"
"Veracruz de Ignacio de La Llave","37.87"
"Michoacán de Ocampo","36.14"
"Sinaloa","33.86"
"Guerrero","33.86"
"Baja California Sur","32.25"
"Quintana Roo","28.00"
"Yucatán","26.06"
"Nayarit","25.39"
"Chihuahua","19.70"
"Tamaulipas","17.42"
"Chiapas","9.46"
"Campeche","4.65"
