"Estado","% Ocupación"
"Ciudad de México","57.57"
"Sinaloa","54.54"
"México","53.87"
"Baja California","47.28"
"Quintana Roo","36.15"
"Guerrero","34.40"
"Veracruz de Ignacio de La Llave","31.35"
"Oaxaca","31.25"
"Tlaxcala","29.26"
"Puebla","27.31"
"Chiapas","27.27"
"Hidalgo","24.52"
"Tabasco","23.92"
"Yucatán","21.83"
"San Luis Potosí","18.08"
"Querétaro","17.08"
"Morelos","16.66"
"Chihuahua","16.14"
"Campeche","15.11"
"Nayarit","14.75"
"Colima","12.19"
"Aguascalientes","10.16"
"Guanajuato","9.94"
"Baja California Sur","9.80"
"Michoacán de Ocampo","9.62"
"Nuevo León","9.32"
"Sonora","8.80"
"Durango","8.00"
"Coahuila de Zaragoza","7.54"
"Zacatecas","5.55"
"Tamaulipas","5.16"
"Jalisco","4.48"
