"Estado","% Ocupación"
"Ciudad de México","58.08"
"México","41.73"
"Querétaro","40.13"
"Aguascalientes","39.40"
"Oaxaca","38.05"
"Tabasco","34.33"
"Colima","33.33"
"Yucatán","33.16"
"Nuevo León","32.84"
"Jalisco","31.32"
"San Luis Potosí","30.16"
"Tlaxcala","30.13"
"Morelos","29.66"
"Veracruz de Ignacio de La Llave","29.07"
"Hidalgo","27.11"
"Michoacán de Ocampo","26.13"
"Zacatecas","22.15"
"Chihuahua","21.68"
"Puebla","21.64"
"Guanajuato","21.05"
"Guerrero","18.80"
"Durango","18.47"
"Sinaloa","16.83"
"Coahuila de Zaragoza","16.42"
"Baja California Sur","15.65"
"Baja California","14.10"
"Nayarit","12.76"
"Tamaulipas","11.78"
"Quintana Roo","11.42"
"Chiapas","7.96"
"Campeche","7.24"
"Sonora","6.99"
