"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Quintana Roo","75.00"
"Sonora","72.72"
"Querétaro","66.66"
"Aguascalientes","55.55"
"Sinaloa","30.00"
"México","28.88"
"Guerrero","28.20"
"Michoacán de Ocampo","27.27"
"Chihuahua","25.53"
"Ciudad de México","24.54"
"Tamaulipas","22.97"
"Durango","18.75"
"Puebla","18.29"
"Tabasco","18.18"
"Yucatán","16.66"
"Oaxaca","15.15"
"Jalisco","14.63"
"Veracruz de Ignacio de La Llave","12.93"
"San Luis Potosí","10.44"
"Guanajuato","9.83"
"Morelos","4.54"
"Nuevo León","3.48"
"Campeche","3.44"
"Chiapas","2.94"
"Hidalgo","2.77"
"Baja California","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Colima","0.00"
"Zacatecas","0.00"
"Baja California Sur","0.00"
