"Estado","% Ocupación"
"Chihuahua","32.21"
"Tabasco","23.93"
"Yucatán","23.58"
"Baja California Sur","21.05"
"Baja California","20.25"
"Colima","20.00"
"Ciudad de México","18.46"
"Michoacán de Ocampo","17.52"
"Aguascalientes","16.19"
"Puebla","14.56"
"Quintana Roo","14.08"
"Tamaulipas","13.96"
"Tlaxcala","13.82"
"Nuevo León","13.65"
"Guerrero","13.06"
"Oaxaca","12.76"
"Morelos","12.72"
"México","12.40"
"Nayarit","12.03"
"Querétaro","11.15"
"Sinaloa","10.63"
"Hidalgo","9.89"
"Zacatecas","8.92"
"Durango","8.87"
"Jalisco","7.95"
"Veracruz de Ignacio de La Llave","7.29"
"San Luis Potosí","6.60"
"Sonora","5.61"
"Coahuila de Zaragoza","5.60"
"Chiapas","4.76"
"Campeche","4.68"
"Guanajuato","3.05"
