"Estado","% Ocupación"
"Tabasco","77.53"
"Nayarit","74.30"
"Nuevo León","69.53"
"Guanajuato","62.43"
"Puebla","61.85"
"Sonora","60.65"
"Veracruz de Ignacio de La Llave","59.20"
"Coahuila de Zaragoza","59.11"
"Colima","58.06"
"México","56.59"
"Ciudad de México","55.11"
"Baja California","48.82"
"Sinaloa","46.10"
"Tlaxcala","46.03"
"Tamaulipas","44.01"
"Guerrero","39.39"
"Campeche","39.10"
"Quintana Roo","36.61"
"Hidalgo","36.06"
"Durango","33.10"
"Chiapas","32.02"
"Oaxaca","31.10"
"Yucatán","28.19"
"Aguascalientes","26.48"
"Michoacán de Ocampo","26.46"
"San Luis Potosí","25.25"
"Morelos","24.88"
"Jalisco","23.19"
"Chihuahua","21.36"
"Baja California Sur","19.29"
"Zacatecas","18.30"
"Querétaro","17.08"
