"Estado","% Ocupación"
"Colima","67.85"
"Nuevo León","63.34"
"Tabasco","51.85"
"Ciudad de México","45.90"
"Sinaloa","44.76"
"Tlaxcala","44.61"
"Baja California","44.44"
"Aguascalientes","44.30"
"Coahuila de Zaragoza","43.95"
"Veracruz de Ignacio de La Llave","43.76"
"Yucatán","42.56"
"San Luis Potosí","42.52"
"Puebla","41.91"
"México","39.34"
"Nayarit","39.08"
"Zacatecas","37.24"
"Baja California Sur","35.64"
"Tamaulipas","35.10"
"Quintana Roo","34.25"
"Oaxaca","30.96"
"Jalisco","30.88"
"Querétaro","29.05"
"Hidalgo","26.95"
"Michoacán de Ocampo","25.69"
"Durango","24.77"
"Morelos","24.05"
"Chiapas","23.85"
"Sonora","21.29"
"Guanajuato","19.79"
"Guerrero","19.74"
"Chihuahua","17.97"
"Campeche","15.21"
