"Estado","% Ocupación"
"Nayarit","100.00"
"Zacatecas","93.54"
"Veracruz de Ignacio de La Llave","79.86"
"Querétaro","75.00"
"Nuevo León","71.42"
"Ciudad de México","70.39"
"Colima","70.00"
"Tabasco","69.67"
"Puebla","69.62"
"Sinaloa","68.35"
"Oaxaca","67.90"
"Tlaxcala","62.50"
"Yucatán","61.29"
"Tamaulipas","59.01"
"México","57.26"
"Quintana Roo","57.14"
"Baja California Sur","52.63"
"Baja California","50.94"
"Aguascalientes","50.00"
"Durango","48.07"
"Guanajuato","46.25"
"Sonora","41.02"
"Coahuila de Zaragoza","39.02"
"Jalisco","37.98"
"Guerrero","36.97"
"San Luis Potosí","34.90"
"Chihuahua","34.66"
"Chiapas","32.11"
"Morelos","28.75"
"Hidalgo","25.55"
"Michoacán de Ocampo","23.07"
"Campeche","13.15"
