"Estado","% Ocupación"
"Colima","66.66"
"Nuevo León","56.52"
"Aguascalientes","50.31"
"Baja California","47.56"
"Ciudad de México","45.70"
"Tabasco","45.37"
"Tlaxcala","45.31"
"Yucatán","43.53"
"Veracruz de Ignacio de La Llave","43.44"
"San Luis Potosí","42.59"
"Puebla","38.98"
"Sinaloa","38.86"
"Zacatecas","37.97"
"Coahuila de Zaragoza","37.55"
"México","37.24"
"Tamaulipas","36.63"
"Baja California Sur","35.74"
"Quintana Roo","34.34"
"Nayarit","32.25"
"Jalisco","29.26"
"Querétaro","28.09"
"Hidalgo","25.96"
"Michoacán de Ocampo","25.30"
"Oaxaca","25.30"
"Morelos","23.17"
"Durango","22.98"
"Guerrero","21.97"
"Sonora","19.71"
"Guanajuato","19.67"
"Chiapas","19.18"
"Campeche","16.78"
"Chihuahua","15.44"
