"Estado","% Ocupación"
"Ciudad de México","88.56"
"Guanajuato","86.73"
"México","84.55"
"Hidalgo","83.59"
"Puebla","81.79"
"Nuevo León","80.53"
"Morelos","75.10"
"Nayarit","70.83"
"Querétaro","64.35"
"Guerrero","64.17"
"Baja California","55.46"
"Michoacán de Ocampo","55.43"
"Sonora","55.42"
"Tlaxcala","53.72"
"Oaxaca","53.27"
"Veracruz de Ignacio de La Llave","51.59"
"Jalisco","50.03"
"Coahuila de Zaragoza","49.80"
"Zacatecas","46.40"
"Baja California Sur","44.23"
"Colima","41.20"
"Durango","40.88"
"San Luis Potosí","39.82"
"Aguascalientes","39.06"
"Sinaloa","38.19"
"Tabasco","31.79"
"Tamaulipas","31.57"
"Quintana Roo","26.84"
"Chihuahua","21.24"
"Chiapas","15.09"
"Yucatán","14.15"
"Campeche","9.18"
