"Estado","% Ocupación"
"Baja California","64.04"
"México","62.59"
"Ciudad de México","58.67"
"Guerrero","52.68"
"Tlaxcala","51.94"
"Puebla","50.73"
"Oaxaca","50.37"
"Sinaloa","47.00"
"Sonora","45.98"
"Veracruz de Ignacio de La Llave","42.89"
"Aguascalientes","42.34"
"Querétaro","39.32"
"Tabasco","39.18"
"Chiapas","35.50"
"Nayarit","35.29"
"Morelos","32.35"
"Yucatán","32.27"
"Nuevo León","30.35"
"San Luis Potosí","29.70"
"Campeche","28.16"
"Jalisco","26.70"
"Durango","24.75"
"Hidalgo","24.20"
"Colima","22.00"
"Coahuila de Zaragoza","21.91"
"Tamaulipas","21.69"
"Chihuahua","21.03"
"Michoacán de Ocampo","19.88"
"Zacatecas","17.56"
"Quintana Roo","17.33"
"Guanajuato","15.58"
"Baja California Sur","13.04"
