"Estado","% Ocupación"
"Ciudad de México","58.02"
"Tlaxcala","45.00"
"Aguascalientes","44.44"
"México","43.65"
"Colima","40.69"
"Nuevo León","40.25"
"Oaxaca","39.43"
"Tabasco","37.14"
"Michoacán de Ocampo","36.42"
"Yucatán","34.08"
"Veracruz de Ignacio de La Llave","33.16"
"Querétaro","32.61"
"Puebla","31.89"
"San Luis Potosí","31.32"
"Jalisco","30.72"
"Hidalgo","30.18"
"Morelos","27.74"
"Baja California","24.50"
"Durango","24.16"
"Guerrero","24.00"
"Nayarit","23.80"
"Guanajuato","23.65"
"Sinaloa","23.60"
"Zacatecas","23.17"
"Chihuahua","23.04"
"Baja California Sur","18.66"
"Coahuila de Zaragoza","16.01"
"Sonora","14.08"
"Tamaulipas","13.35"
"Quintana Roo","9.67"
"Chiapas","5.77"
"Campeche","3.78"
