"Estado","% Ocupación"
"Ciudad de México","63.53"
"México","49.89"
"Nuevo León","49.73"
"Colima","48.80"
"Michoacán de Ocampo","43.90"
"Tlaxcala","43.04"
"Oaxaca","41.01"
"Jalisco","40.00"
"Aguascalientes","39.80"
"Querétaro","37.08"
"San Luis Potosí","37.02"
"Veracruz de Ignacio de La Llave","35.59"
"Tabasco","35.42"
"Yucatán","33.50"
"Morelos","32.65"
"Puebla","32.20"
"Hidalgo","32.16"
"Durango","29.28"
"Nayarit","29.05"
"Guerrero","28.94"
"Baja California","28.86"
"Zacatecas","28.65"
"Guanajuato","27.89"
"Sinaloa","24.75"
"Baja California Sur","24.63"
"Chihuahua","21.26"
"Coahuila de Zaragoza","20.63"
"Sonora","20.58"
"Tamaulipas","14.82"
"Quintana Roo","13.58"
"Chiapas","6.96"
"Campeche","4.44"
