"Estado","% Ocupación"
"Nuevo León","55.64"
"Aguascalientes","50.71"
"Colima","50.00"
"Baja California","44.57"
"Ciudad de México","41.52"
"San Luis Potosí","40.70"
"Zacatecas","33.54"
"Querétaro","33.21"
"Coahuila de Zaragoza","32.90"
"Sinaloa","32.25"
"Veracruz de Ignacio de La Llave","31.98"
"Puebla","31.14"
"Durango","30.86"
"Jalisco","30.63"
"México","29.25"
"Baja California Sur","29.22"
"Tlaxcala","27.06"
"Campeche","26.92"
"Hidalgo","26.90"
"Oaxaca","26.83"
"Michoacán de Ocampo","26.73"
"Yucatán","25.98"
"Tamaulipas","25.17"
"Tabasco","22.70"
"Quintana Roo","22.26"
"Chihuahua","20.70"
"Nayarit","20.56"
"Morelos","16.10"
"Guanajuato","15.40"
"Sonora","14.09"
"Guerrero","12.71"
"Chiapas","8.36"
