"Estado","% Ocupación"
"Ciudad de México","63.17"
"Baja California","57.78"
"Quintana Roo","47.33"
"México","44.33"
"Morelos","33.18"
"Guerrero","32.76"
"Campeche","31.81"
"Hidalgo","26.31"
"Tabasco","25.79"
"Sinaloa","23.36"
"Nayarit","20.37"
"Chihuahua","19.78"
"Yucatán","18.97"
"Veracruz de Ignacio de La Llave","17.26"
"Tlaxcala","14.28"
"Durango","12.50"
"Puebla","12.45"
"Coahuila de Zaragoza","10.59"
"Tamaulipas","9.89"
"Aguascalientes","9.77"
"Nuevo León","9.39"
"Michoacán de Ocampo","9.17"
"Guanajuato","8.06"
"Chiapas","8.04"
"Sonora","7.74"
"Oaxaca","7.37"
"Baja California Sur","5.71"
"Zacatecas","5.46"
"San Luis Potosí","5.00"
"Jalisco","4.83"
"Querétaro","4.11"
"Colima","1.09"
