"Estado","% Ocupación"
"Aguascalientes","65.11"
"Ciudad de México","62.80"
"Baja California","53.39"
"Zacatecas","51.92"
"México","48.85"
"Nuevo León","46.84"
"Querétaro","39.93"
"Coahuila de Zaragoza","36.19"
"Hidalgo","34.03"
"Sonora","33.49"
"Jalisco","30.72"
"Chihuahua","30.38"
"San Luis Potosí","30.30"
"Oaxaca","29.03"
"Tlaxcala","28.57"
"Durango","25.75"
"Tabasco","24.28"
"Guanajuato","24.06"
"Sinaloa","23.88"
"Michoacán de Ocampo","22.26"
"Morelos","18.75"
"Baja California Sur","18.27"
"Veracruz de Ignacio de La Llave","17.33"
"Puebla","16.56"
"Colima","14.60"
"Tamaulipas","14.56"
"Yucatán","13.77"
"Guerrero","8.63"
"Quintana Roo","6.92"
"Nayarit","4.93"
"Chiapas","2.31"
"Campeche","1.15"
