"Estado","% Ocupación"
"Nuevo León","61.28"
"Colima","58.66"
"Yucatán","50.00"
"Baja California","43.00"
"Ciudad de México","42.84"
"Tlaxcala","42.74"
"San Luis Potosí","42.72"
"Aguascalientes","41.66"
"Tabasco","38.39"
"Veracruz de Ignacio de La Llave","37.11"
"Zacatecas","37.03"
"México","35.74"
"Puebla","35.66"
"Tamaulipas","34.73"
"Quintana Roo","34.69"
"Sinaloa","34.28"
"Coahuila de Zaragoza","33.47"
"Baja California Sur","32.85"
"Oaxaca","32.64"
"Durango","32.25"
"Querétaro","32.17"
"Nayarit","29.91"
"Jalisco","28.80"
"Michoacán de Ocampo","25.51"
"Hidalgo","24.20"
"Guerrero","21.27"
"Morelos","20.98"
"Sonora","20.56"
"Guanajuato","19.70"
"Chiapas","19.30"
"Chihuahua","15.80"
"Campeche","13.86"
