"Estado","% Ocupación"
"Tlaxcala","100.00"
"Zacatecas","92.59"
"Ciudad de México","92.07"
"Nuevo León","88.66"
"México","82.53"
"Morelos","78.26"
"Querétaro","75.67"
"Puebla","74.77"
"Aguascalientes","72.34"
"Yucatán","67.56"
"Oaxaca","64.21"
"Sinaloa","63.10"
"Guanajuato","62.96"
"Nayarit","61.29"
"Durango","58.57"
"Jalisco","58.00"
"San Luis Potosí","57.44"
"Tabasco","55.97"
"Veracruz de Ignacio de La Llave","54.93"
"Baja California","52.56"
"Baja California Sur","44.44"
"Tamaulipas","43.39"
"Chihuahua","41.28"
"Hidalgo","40.22"
"Guerrero","38.53"
"Sonora","35.08"
"Quintana Roo","34.66"
"Chiapas","30.18"
"Colima","28.57"
"Coahuila de Zaragoza","28.26"
"Michoacán de Ocampo","27.50"
"Campeche","12.50"
