"Estado","% Ocupación"
"Ciudad de México","87.31"
"México","82.45"
"Guanajuato","73.88"
"Hidalgo","73.37"
"Nuevo León","71.51"
"Baja California","61.10"
"Morelos","57.17"
"Puebla","54.88"
"Querétaro","50.80"
"Sonora","50.66"
"Coahuila de Zaragoza","44.64"
"Michoacán de Ocampo","43.91"
"Nayarit","42.07"
"Oaxaca","41.90"
"Durango","38.81"
"Tlaxcala","38.40"
"Jalisco","36.83"
"Zacatecas","36.69"
"Guerrero","34.89"
"Tabasco","30.99"
"Veracruz de Ignacio de La Llave","30.24"
"Baja California Sur","30.15"
"Aguascalientes","29.37"
"Tamaulipas","26.16"
"Sinaloa","22.45"
"Chihuahua","22.08"
"Colima","21.92"
"San Luis Potosí","21.69"
"Quintana Roo","21.63"
"Yucatán","8.02"
"Campeche","4.92"
"Chiapas","4.41"
