"Estado","% Ocupación"
"Nuevo León","78.82"
"Nayarit","74.84"
"Tabasco","74.78"
"Coahuila de Zaragoza","70.45"
"Veracruz de Ignacio de La Llave","67.00"
"Puebla","65.48"
"Colima","61.00"
"Guanajuato","58.98"
"Tamaulipas","57.57"
"Sonora","52.33"
"Ciudad de México","52.09"
"Sinaloa","47.26"
"Baja California Sur","46.74"
"Quintana Roo","45.46"
"México","45.25"
"Zacatecas","42.00"
"Hidalgo","40.64"
"Baja California","40.29"
"San Luis Potosí","39.97"
"Guerrero","39.45"
"Yucatán","39.07"
"Oaxaca","38.76"
"Tlaxcala","36.95"
"Michoacán de Ocampo","35.81"
"Campeche","35.39"
"Chiapas","31.62"
"Morelos","30.42"
"Durango","30.25"
"Jalisco","27.51"
"Querétaro","25.87"
"Aguascalientes","24.81"
"Chihuahua","22.27"
