"Estado","% Ocupación"
"Ciudad de México","82.87"
"México","82.31"
"Puebla","77.34"
"Morelos","75.60"
"Hidalgo","73.58"
"Guerrero","71.88"
"Guanajuato","71.66"
"Nuevo León","70.93"
"Nayarit","69.80"
"Querétaro","57.54"
"Michoacán de Ocampo","53.86"
"Veracruz de Ignacio de La Llave","51.75"
"Oaxaca","51.72"
"Jalisco","48.87"
"Baja California Sur","46.00"
"Aguascalientes","45.22"
"Zacatecas","45.19"
"Sonora","43.89"
"Tlaxcala","41.90"
"Sinaloa","39.78"
"Coahuila de Zaragoza","36.93"
"San Luis Potosí","35.59"
"Baja California","35.11"
"Colima","34.50"
"Quintana Roo","31.97"
"Durango","31.56"
"Tamaulipas","29.14"
"Tabasco","25.27"
"Chihuahua","19.74"
"Yucatán","13.22"
"Chiapas","11.82"
"Campeche","4.11"
