"Estado","% Ocupación"
"Ciudad de México","88.93"
"México","84.55"
"Guanajuato","83.41"
"Nuevo León","82.68"
"Hidalgo","82.38"
"Morelos","81.13"
"Puebla","77.42"
"Nayarit","72.50"
"Guerrero","71.87"
"Querétaro","64.38"
"Oaxaca","61.03"
"Tlaxcala","53.74"
"Veracruz de Ignacio de La Llave","53.71"
"Michoacán de Ocampo","53.03"
"Jalisco","52.38"
"Sonora","50.88"
"Baja California","47.86"
"Colima","46.73"
"Zacatecas","46.00"
"Coahuila de Zaragoza","43.41"
"Baja California Sur","43.12"
"Aguascalientes","42.94"
"San Luis Potosí","39.94"
"Durango","39.83"
"Sinaloa","39.35"
"Tabasco","30.32"
"Tamaulipas","29.14"
"Quintana Roo","26.68"
"Chihuahua","21.80"
"Chiapas","14.90"
"Yucatán","14.69"
"Campeche","5.33"
