"Estado","% Ocupación"
"Ciudad de México","63.35"
"Aguascalientes","62.26"
"Zacatecas","56.55"
"Baja California","54.34"
"México","49.35"
"Nuevo León","46.11"
"Querétaro","45.74"
"Durango","42.71"
"Coahuila de Zaragoza","38.95"
"Chihuahua","32.07"
"Tlaxcala","30.83"
"Jalisco","30.23"
"San Luis Potosí","29.61"
"Oaxaca","29.57"
"Hidalgo","28.92"
"Sonora","28.35"
"Sinaloa","23.07"
"Michoacán de Ocampo","22.81"
"Tabasco","21.73"
"Morelos","21.58"
"Guanajuato","21.44"
"Baja California Sur","17.17"
"Puebla","15.61"
"Yucatán","15.38"
"Colima","14.42"
"Tamaulipas","14.40"
"Veracruz de Ignacio de La Llave","14.22"
"Quintana Roo","9.77"
"Guerrero","8.84"
"Nayarit","3.63"
"Chiapas","2.31"
"Campeche","1.15"
