"Estado","% Ocupación"
"Querétaro","80.55"
"Tlaxcala","75.00"
"Ciudad de México","68.55"
"Yucatán","66.66"
"México","60.38"
"Oaxaca","59.30"
"Morelos","46.15"
"Tamaulipas","41.00"
"Puebla","40.26"
"Aguascalientes","39.65"
"Zacatecas","38.88"
"Hidalgo","36.50"
"Tabasco","36.23"
"San Luis Potosí","34.44"
"Nuevo León","33.81"
"Jalisco","31.11"
"Veracruz de Ignacio de La Llave","29.58"
"Chihuahua","26.08"
"Michoacán de Ocampo","25.64"
"Guanajuato","24.46"
"Guerrero","24.13"
"Durango","23.18"
"Sinaloa","21.42"
"Quintana Roo","17.74"
"Colima","16.66"
"Baja California Sur","14.28"
"Baja California","13.63"
"Sonora","10.44"
"Coahuila de Zaragoza","9.43"
"Chiapas","6.52"
"Campeche","3.12"
"Nayarit","0.00"
