"Estado","% Ocupación"
"Tlaxcala","87.50"
"Querétaro","75.00"
"Yucatán","75.00"
"Zacatecas","73.68"
"Nuevo León","73.03"
"Tamaulipas","72.65"
"Ciudad de México","61.35"
"Durango","57.40"
"Veracruz de Ignacio de La Llave","57.24"
"Colima","54.54"
"Puebla","53.65"
"Oaxaca","53.12"
"Sinaloa","51.13"
"México","48.48"
"Aguascalientes","46.55"
"Tabasco","45.45"
"Guanajuato","45.45"
"Michoacán de Ocampo","41.50"
"Baja California","39.80"
"Quintana Roo","39.02"
"San Luis Potosí","37.27"
"Jalisco","34.88"
"Chiapas","34.88"
"Guerrero","33.64"
"Sonora","30.37"
"Hidalgo","29.48"
"Baja California Sur","29.03"
"Chihuahua","28.26"
"Morelos","26.25"
"Coahuila de Zaragoza","19.35"
"Nayarit","13.33"
"Campeche","7.89"
