"Estado","% Ocupación"
"Ciudad de México","63.61"
"Sinaloa","52.38"
"México","49.02"
"Baja California","48.08"
"Quintana Roo","37.09"
"Veracruz de Ignacio de La Llave","28.04"
"Hidalgo","26.51"
"Tabasco","25.12"
"Tlaxcala","25.00"
"Guerrero","23.33"
"Puebla","23.07"
"Morelos","22.72"
"Oaxaca","20.58"
"Chiapas","19.04"
"Querétaro","17.50"
"Yucatán","17.46"
"Chihuahua","16.84"
"Campeche","16.07"
"Colima","15.00"
"Baja California Sur","12.76"
"Michoacán de Ocampo","12.29"
"San Luis Potosí","10.86"
"Nuevo León","10.55"
"Nayarit","9.30"
"Guanajuato","8.86"
"Coahuila de Zaragoza","8.49"
"Tamaulipas","7.06"
"Aguascalientes","7.01"
"Jalisco","5.20"
"Sonora","4.87"
"Zacatecas","4.05"
"Durango","3.92"
