"Estado","% Ocupación"
"Tlaxcala","100.00"
"Baja California Sur","100.00"
"Baja California","82.50"
"Ciudad de México","81.67"
"México","78.42"
"Sinaloa","67.44"
"Colima","66.66"
"Morelos","63.15"
"Sonora","57.89"
"Veracruz de Ignacio de La Llave","56.11"
"Chiapas","52.63"
"Puebla","52.38"
"Querétaro","43.75"
"Guerrero","43.33"
"Yucatán","42.30"
"Tabasco","41.17"
"Quintana Roo","40.00"
"San Luis Potosí","35.71"
"Oaxaca","35.59"
"Guanajuato","35.00"
"Michoacán de Ocampo","31.57"
"Chihuahua","31.57"
"Coahuila de Zaragoza","31.25"
"Zacatecas","27.27"
"Jalisco","24.52"
"Nuevo León","21.48"
"Tamaulipas","18.94"
"Durango","17.50"
"Hidalgo","16.66"
"Campeche","14.28"
"Aguascalientes","9.52"
"Nayarit","0.00"
