"Estado","% Ocupación"
"Nuevo León","48.50"
"Nayarit","46.07"
"Colima","42.78"
"Ciudad de México","39.44"
"México","34.85"
"Guerrero","34.35"
"Michoacán de Ocampo","32.57"
"Durango","31.94"
"Veracruz de Ignacio de La Llave","31.93"
"Hidalgo","29.64"
"Coahuila de Zaragoza","29.41"
"Chihuahua","27.46"
"Oaxaca","27.23"
"Puebla","25.65"
"Sinaloa","23.20"
"Tamaulipas","22.38"
"Jalisco","21.89"
"Zacatecas","21.45"
"Aguascalientes","20.79"
"Guanajuato","20.71"
"Querétaro","20.68"
"Tabasco","20.60"
"Baja California","20.58"
"Morelos","20.00"
"San Luis Potosí","18.39"
"Baja California Sur","18.30"
"Sonora","18.27"
"Quintana Roo","16.83"
"Yucatán","15.39"
"Tlaxcala","11.43"
"Campeche","4.67"
"Chiapas","3.01"
