"Estado","% Ocupación"
"Quintana Roo","22.22"
"Puebla","21.22"
"Chihuahua","19.57"
"Morelos","19.52"
"Guerrero","17.92"
"Durango","16.75"
"Tabasco","15.89"
"Zacatecas","15.38"
"Ciudad de México","15.20"
"Hidalgo","14.72"
"Nayarit","14.35"
"México","13.92"
"Baja California Sur","13.20"
"Aguascalientes","13.02"
"Querétaro","12.41"
"Veracruz de Ignacio de La Llave","11.75"
"Tamaulipas","11.59"
"Nuevo León","10.79"
"Michoacán de Ocampo","10.21"
"Oaxaca","9.94"
"Baja California","9.91"
"Sinaloa","9.90"
"Yucatán","9.70"
"Sonora","8.93"
"Tlaxcala","7.86"
"Jalisco","7.14"
"Colima","6.73"
"Chiapas","5.65"
"San Luis Potosí","5.34"
"Guanajuato","5.07"
"Coahuila de Zaragoza","4.19"
"Campeche","2.01"
