"Estado","% Ocupación"
"Zacatecas","79.31"
"Tlaxcala","75.00"
"Querétaro","71.87"
"Ciudad de México","67.58"
"Yucatán","66.66"
"Nuevo León","59.36"
"Michoacán de Ocampo","59.09"
"Durango","55.88"
"Aguascalientes","51.76"
"Tamaulipas","51.11"
"Veracruz de Ignacio de La Llave","47.22"
"Baja California","45.00"
"México","42.54"
"Chihuahua","38.75"
"Jalisco","38.25"
"Puebla","36.55"
"Morelos","34.00"
"Quintana Roo","32.81"
"Tabasco","32.33"
"Oaxaca","31.42"
"Coahuila de Zaragoza","27.53"
"Guanajuato","27.52"
"San Luis Potosí","27.20"
"Sinaloa","26.08"
"Guerrero","24.10"
"Hidalgo","21.64"
"Sonora","20.00"
"Baja California Sur","13.88"
"Colima","11.11"
"Chiapas","7.79"
"Campeche","7.50"
"Nayarit","0.00"
