"Estado","% Ocupación"
"Tabasco","65.82"
"Nuevo León","63.18"
"Baja California","55.05"
"Puebla","50.62"
"Sinaloa","45.64"
"Veracruz de Ignacio de La Llave","45.41"
"Ciudad de México","45.35"
"Yucatán","44.28"
"Colima","43.90"
"Tamaulipas","43.44"
"México","40.61"
"Coahuila de Zaragoza","39.69"
"Tlaxcala","37.03"
"Aguascalientes","36.24"
"Nayarit","36.19"
"Sonora","36.01"
"Quintana Roo","35.66"
"Zacatecas","35.00"
"San Luis Potosí","34.19"
"Guerrero","33.03"
"Querétaro","32.78"
"Oaxaca","32.05"
"Baja California Sur","29.45"
"Jalisco","25.73"
"Chihuahua","25.00"
"Hidalgo","22.39"
"Durango","21.73"
"Guanajuato","20.99"
"Michoacán de Ocampo","20.68"
"Chiapas","20.50"
"Campeche","19.85"
"Morelos","19.11"
