"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","87.50"
"Zacatecas","75.75"
"Querétaro","71.87"
"Nuevo León","68.20"
"Ciudad de México","65.85"
"Yucatán","63.23"
"Veracruz de Ignacio de La Llave","62.89"
"Tamaulipas","62.58"
"Puebla","60.24"
"Aguascalientes","55.10"
"Sinaloa","54.44"
"Tabasco","52.86"
"México","51.94"
"Baja California","51.16"
"Quintana Roo","50.64"
"Oaxaca","49.01"
"Hidalgo","45.45"
"Durango","44.89"
"Guanajuato","42.26"
"Coahuila de Zaragoza","41.93"
"Michoacán de Ocampo","40.47"
"Guerrero","40.17"
"Jalisco","36.38"
"Colima","36.36"
"San Luis Potosí","35.08"
"Chiapas","32.03"
"Baja California Sur","31.70"
"Morelos","30.00"
"Sonora","24.35"
"Chihuahua","23.28"
"Campeche","13.15"
