"Estado","% Ocupación"
"Nayarit","77.90"
"Tabasco","76.57"
"Nuevo León","73.89"
"Sonora","62.77"
"Guanajuato","61.91"
"Puebla","61.44"
"Veracruz de Ignacio de La Llave","57.57"
"México","57.44"
"Coahuila de Zaragoza","56.33"
"Ciudad de México","56.09"
"Baja California","51.57"
"Colima","49.46"
"Tlaxcala","46.75"
"Sinaloa","45.72"
"Tamaulipas","43.39"
"Guerrero","41.72"
"Campeche","36.41"
"Chiapas","36.17"
"Quintana Roo","35.82"
"Hidalgo","33.91"
"Oaxaca","33.40"
"Durango","30.20"
"Yucatán","27.85"
"Michoacán de Ocampo","27.36"
"Morelos","24.23"
"Aguascalientes","24.00"
"San Luis Potosí","23.75"
"Jalisco","23.71"
"Zacatecas","20.71"
"Chihuahua","20.02"
"Baja California Sur","18.66"
"Querétaro","16.46"
