"Estado","% Ocupación"
"Nuevo León","45.80"
"Aguascalientes","45.07"
"Ciudad de México","43.62"
"Zacatecas","33.98"
"Baja California","33.95"
"Querétaro","33.45"
"Colima","32.22"
"Durango","31.86"
"San Luis Potosí","31.31"
"Coahuila de Zaragoza","31.07"
"México","31.07"
"Veracruz de Ignacio de La Llave","28.50"
"Puebla","27.95"
"Jalisco","27.52"
"Tamaulipas","27.27"
"Yucatán","26.27"
"Sinaloa","26.15"
"Michoacán de Ocampo","24.45"
"Hidalgo","24.27"
"Oaxaca","23.04"
"Baja California Sur","22.05"
"Quintana Roo","21.22"
"Tabasco","20.93"
"Chihuahua","19.75"
"Tlaxcala","19.53"
"Nayarit","17.64"
"Guerrero","15.11"
"Guanajuato","14.86"
"Morelos","14.66"
"Campeche","10.79"
"Sonora","7.93"
"Chiapas","3.43"
