"Estado","% Ocupación"
"Quintana Roo","27.37"
"Durango","25.30"
"Ciudad de México","20.44"
"Baja California Sur","18.04"
"Puebla","17.30"
"Morelos","17.09"
"Guerrero","15.73"
"Chihuahua","14.38"
"Tabasco","14.37"
"Michoacán de Ocampo","12.51"
"Tamaulipas","12.09"
"México","12.05"
"Nuevo León","11.92"
"Aguascalientes","11.21"
"Hidalgo","11.11"
"Nayarit","11.00"
"Baja California","9.83"
"Veracruz de Ignacio de La Llave","9.71"
"Yucatán","9.45"
"Zacatecas","9.24"
"Oaxaca","8.84"
"Sonora","8.33"
"Sinaloa","8.30"
"Querétaro","7.82"
"Jalisco","7.17"
"Chiapas","6.03"
"Tlaxcala","5.55"
"Colima","5.36"
"San Luis Potosí","4.63"
"Guanajuato","4.36"
"Coahuila de Zaragoza","3.72"
"Campeche","2.15"
