"Estado","% Ocupación"
"Ciudad de México","88.33"
"México","83.97"
"Guanajuato","83.01"
"Hidalgo","82.09"
"Nuevo León","78.40"
"Puebla","76.68"
"Nayarit","68.32"
"Morelos","67.07"
"Querétaro","65.31"
"Baja California","65.06"
"Guerrero","58.56"
"Sonora","57.25"
"Tlaxcala","55.98"
"Baja California Sur","51.08"
"Michoacán de Ocampo","50.38"
"Zacatecas","49.54"
"Jalisco","49.53"
"Oaxaca","48.73"
"Veracruz de Ignacio de La Llave","48.08"
"Coahuila de Zaragoza","46.91"
"Durango","41.77"
"San Luis Potosí","39.53"
"Aguascalientes","37.55"
"Colima","37.26"
"Sinaloa","35.66"
"Tabasco","32.75"
"Quintana Roo","28.35"
"Tamaulipas","27.48"
"Chihuahua","22.16"
"Chiapas","13.41"
"Yucatán","12.77"
"Campeche","6.30"
