"Estado","% Ocupación"
"Chihuahua","60.61"
"Durango","56.62"
"Nuevo León","46.10"
"Aguascalientes","44.49"
"Coahuila de Zaragoza","44.14"
"Ciudad de México","43.03"
"Zacatecas","35.44"
"Baja California","33.95"
"Colima","33.33"
"Querétaro","31.45"
"México","29.19"
"San Luis Potosí","27.73"
"Michoacán de Ocampo","23.37"
"Oaxaca","20.79"
"Baja California Sur","19.78"
"Veracruz de Ignacio de La Llave","19.22"
"Sinaloa","19.14"
"Tlaxcala","18.93"
"Tabasco","18.70"
"Jalisco","18.28"
"Guerrero","18.21"
"Sonora","18.18"
"Hidalgo","17.54"
"Morelos","16.45"
"Nayarit","14.37"
"Puebla","13.47"
"Tamaulipas","12.72"
"Yucatán","12.13"
"Guanajuato","10.89"
"Quintana Roo","10.72"
"Chiapas","1.90"
"Campeche","0.57"
