"Estado","% Ocupación"
"Ciudad de México","70.76"
"Aguascalientes","63.90"
"Baja California","58.13"
"México","55.16"
"Zacatecas","46.15"
"Querétaro","45.67"
"Nuevo León","43.52"
"Sonora","40.95"
"Hidalgo","38.21"
"Durango","35.71"
"Coahuila de Zaragoza","33.93"
"Oaxaca","32.79"
"Tlaxcala","32.25"
"Morelos","32.20"
"Tabasco","31.75"
"San Luis Potosí","31.32"
"Jalisco","29.98"
"Michoacán de Ocampo","25.78"
"Chihuahua","24.61"
"Guanajuato","24.14"
"Baja California Sur","20.61"
"Sinaloa","20.23"
"Guerrero","16.43"
"Puebla","16.24"
"Veracruz de Ignacio de La Llave","16.02"
"Yucatán","14.54"
"Colima","13.75"
"Tamaulipas","10.87"
"Nayarit","9.44"
"Quintana Roo","8.22"
"Chiapas","4.82"
"Campeche","2.24"
