"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","100.00"
"Ciudad de México","74.88"
"México","69.23"
"Hidalgo","68.42"
"Querétaro","65.51"
"Baja California","64.78"
"Veracruz de Ignacio de La Llave","58.82"
"Sinaloa","57.14"
"Morelos","57.14"
"Guerrero","52.50"
"Puebla","52.23"
"Quintana Roo","39.34"
"Chiapas","39.13"
"Oaxaca","37.20"
"Yucatán","33.92"
"Tabasco","32.05"
"Guanajuato","27.63"
"Michoacán de Ocampo","26.66"
"Chihuahua","23.68"
"Campeche","22.22"
"Tamaulipas","18.46"
"Sonora","16.66"
"San Luis Potosí","16.21"
"Nuevo León","15.08"
"Zacatecas","14.28"
"Jalisco","12.74"
"Aguascalientes","5.55"
"Durango","0.00"
"Baja California Sur","0.00"
"Coahuila de Zaragoza","0.00"
"Nayarit","0.00"
