"Estado","% Ocupación"
"Colima","100.00"
"Tlaxcala","87.50"
"Ciudad de México","84.45"
"Zacatecas","83.33"
"Querétaro","80.55"
"México","73.05"
"Yucatán","65.71"
"Oaxaca","59.18"
"Nuevo León","58.71"
"Guanajuato","57.64"
"Puebla","52.12"
"Jalisco","49.56"
"Tabasco","48.48"
"Hidalgo","48.38"
"Morelos","47.50"
"Aguascalientes","45.16"
"Guerrero","43.87"
"Durango","40.96"
"Michoacán de Ocampo","40.54"
"Tamaulipas","38.67"
"Veracruz de Ignacio de La Llave","38.46"
"San Luis Potosí","38.20"
"Sinaloa","29.46"
"Baja California","28.57"
"Chiapas","23.17"
"Chihuahua","22.85"
"Coahuila de Zaragoza","20.00"
"Quintana Roo","17.33"
"Sonora","16.90"
"Baja California Sur","14.28"
"Nayarit","6.66"
"Campeche","3.12"
