"Estado","% Ocupación"
"Aguascalientes","58.66"
"Ciudad de México","56.48"
"Nuevo León","56.08"
"Zacatecas","45.80"
"Chihuahua","41.76"
"Baja California","40.63"
"Querétaro","40.33"
"Coahuila de Zaragoza","40.08"
"México","38.55"
"San Luis Potosí","30.63"
"Sonora","27.72"
"Durango","27.67"
"Oaxaca","27.10"
"Hidalgo","26.90"
"Jalisco","24.62"
"Sinaloa","23.77"
"Puebla","20.11"
"Guanajuato","18.23"
"Veracruz de Ignacio de La Llave","18.18"
"Morelos","16.90"
"Baja California Sur","16.47"
"Tabasco","16.27"
"Michoacán de Ocampo","16.14"
"Tamaulipas","15.54"
"Guerrero","14.22"
"Nayarit","11.04"
"Colima","10.98"
"Yucatán","10.58"
"Tlaxcala","9.09"
"Quintana Roo","8.08"
"Campeche","2.23"
"Chiapas","0.38"
