"Estado","% Ocupación"
"Tlaxcala","100.00"
"Morelos","95.45"
"Ciudad de México","83.26"
"Querétaro","80.55"
"Oaxaca","76.05"
"Zacatecas","75.00"
"Guanajuato","68.83"
"México","68.72"
"Yucatán","62.85"
"Nuevo León","54.19"
"Jalisco","48.27"
"Puebla","45.96"
"Aguascalientes","44.82"
"Tabasco","44.11"
"Durango","40.47"
"Veracruz de Ignacio de La Llave","39.09"
"Michoacán de Ocampo","36.11"
"Sinaloa","35.96"
"Tamaulipas","35.96"
"San Luis Potosí","35.16"
"Hidalgo","33.82"
"Guerrero","31.62"
"Baja California","26.53"
"Colima","23.52"
"Quintana Roo","22.58"
"Sonora","21.51"
"Chihuahua","18.62"
"Coahuila de Zaragoza","18.18"
"Baja California Sur","14.28"
"Chiapas","5.88"
"Campeche","3.12"
"Nayarit","0.00"
