"Estado","% Ocupación"
"Tlaxcala","100.00"
"Zacatecas","90.69"
"Ciudad de México","83.76"
"Querétaro","81.08"
"México","73.07"
"Nuevo León","67.82"
"Sonora","60.00"
"Oaxaca","59.72"
"Yucatán","59.45"
"Tabasco","58.97"
"Aguascalientes","53.33"
"Durango","50.81"
"Hidalgo","50.00"
"Guanajuato","47.77"
"Sinaloa","44.94"
"Jalisco","43.14"
"Michoacán de Ocampo","42.85"
"Morelos","42.00"
"Chihuahua","39.82"
"Puebla","39.75"
"Veracruz de Ignacio de La Llave","39.51"
"Baja California","33.33"
"Coahuila de Zaragoza","33.33"
"Tamaulipas","31.25"
"San Luis Potosí","26.08"
"Quintana Roo","21.21"
"Guerrero","21.11"
"Campeche","9.09"
"Chiapas","6.06"
"Colima","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
