"Estado","% Ocupación"
"Nuevo León","63.31"
"Colima","54.54"
"Tabasco","53.71"
"Zacatecas","50.67"
"Baja California","50.17"
"Tlaxcala","48.81"
"Ciudad de México","46.75"
"Puebla","45.74"
"Yucatán","45.57"
"Veracruz de Ignacio de La Llave","45.05"
"Sinaloa","44.62"
"Coahuila de Zaragoza","44.60"
"Aguascalientes","40.39"
"San Luis Potosí","39.54"
"México","37.21"
"Tamaulipas","36.20"
"Quintana Roo","35.69"
"Durango","33.66"
"Oaxaca","32.43"
"Nayarit","32.00"
"Jalisco","30.42"
"Baja California Sur","29.41"
"Hidalgo","28.07"
"Sonora","26.78"
"Querétaro","26.40"
"Chiapas","23.82"
"Morelos","23.68"
"Guanajuato","22.73"
"Chihuahua","21.24"
"Guerrero","20.08"
"Michoacán de Ocampo","18.85"
"Campeche","16.66"
