"Estado","% Ocupación"
"Baja California","69.65"
"México","63.37"
"Chiapas","55.97"
"Ciudad de México","54.00"
"Sinaloa","50.52"
"Guerrero","50.00"
"Puebla","47.14"
"Veracruz de Ignacio de La Llave","45.65"
"Sonora","41.29"
"Tlaxcala","41.02"
"Tabasco","36.75"
"Oaxaca","34.54"
"Nayarit","34.42"
"Morelos","32.40"
"Quintana Roo","31.00"
"Yucatán","29.80"
"Querétaro","27.02"
"Chihuahua","23.29"
"San Luis Potosí","21.21"
"Nuevo León","20.49"
"Hidalgo","19.51"
"Baja California Sur","18.51"
"Aguascalientes","16.17"
"Michoacán de Ocampo","15.12"
"Tamaulipas","14.36"
"Colima","14.28"
"Jalisco","12.58"
"Coahuila de Zaragoza","11.83"
"Campeche","11.47"
"Durango","9.17"
"Guanajuato","7.25"
"Zacatecas","6.41"
