"Estado","% Ocupación"
"Ciudad de México","70.18"
"Tlaxcala","56.86"
"Oaxaca","55.17"
"México","54.97"
"Nuevo León","50.43"
"Aguascalientes","48.01"
"Hidalgo","47.82"
"Colima","45.05"
"Morelos","44.53"
"Veracruz de Ignacio de La Llave","42.68"
"Querétaro","39.81"
"Michoacán de Ocampo","39.73"
"Baja California","39.62"
"Jalisco","39.16"
"San Luis Potosí","38.36"
"Puebla","38.01"
"Guerrero","36.81"
"Guanajuato","34.54"
"Tabasco","32.54"
"Zacatecas","30.53"
"Nayarit","30.13"
"Baja California Sur","27.86"
"Coahuila de Zaragoza","26.82"
"Sinaloa","26.54"
"Durango","25.60"
"Yucatán","24.10"
"Sonora","23.30"
"Tamaulipas","22.83"
"Chihuahua","22.22"
"Quintana Roo","15.83"
"Chiapas","12.35"
"Campeche","3.73"
