"Estado","% Ocupación"
"Ciudad de México","52.02"
"Puebla","49.03"
"Morelos","45.09"
"México","44.54"
"Querétaro","42.12"
"Oaxaca","37.95"
"Guerrero","29.59"
"Nuevo León","27.81"
"Hidalgo","25.98"
"Aguascalientes","24.77"
"Michoacán de Ocampo","23.73"
"Veracruz de Ignacio de La Llave","23.45"
"Guanajuato","23.18"
"Tabasco","23.07"
"Jalisco","21.29"
"Durango","18.06"
"Sinaloa","17.76"
"Colima","17.39"
"Baja California Sur","16.98"
"Nayarit","16.80"
"Tlaxcala","15.59"
"San Luis Potosí","15.48"
"Chihuahua","13.72"
"Yucatán","13.33"
"Tamaulipas","13.09"
"Coahuila de Zaragoza","12.23"
"Quintana Roo","11.97"
"Sonora","11.86"
"Zacatecas","10.37"
"Baja California","9.12"
"Chiapas","4.90"
"Campeche","4.50"
