"Estado","% Ocupación"
"Ciudad de México","86.64"
"México","78.92"
"Nuevo León","72.80"
"Morelos","63.04"
"Tlaxcala","57.57"
"Baja California","53.57"
"Aguascalientes","51.14"
"Hidalgo","49.43"
"Sonora","48.63"
"Jalisco","48.62"
"Querétaro","48.10"
"Puebla","47.79"
"Oaxaca","46.74"
"Durango","45.61"
"San Luis Potosí","44.90"
"Coahuila de Zaragoza","44.29"
"Veracruz de Ignacio de La Llave","43.70"
"Tabasco","43.37"
"Zacatecas","41.81"
"Colima","38.15"
"Guanajuato","37.31"
"Michoacán de Ocampo","35.73"
"Guerrero","35.71"
"Baja California Sur","32.24"
"Sinaloa","31.89"
"Nayarit","27.41"
"Quintana Roo","23.03"
"Yucatán","21.42"
"Tamaulipas","20.88"
"Chihuahua","20.20"
"Chiapas","10.44"
"Campeche","4.37"
