"Estado","% Ocupación"
"Chihuahua","61.74"
"Durango","60.91"
"Coahuila de Zaragoza","49.04"
"Aguascalientes","46.51"
"Nuevo León","45.88"
"Ciudad de México","43.46"
"Zacatecas","40.88"
"Querétaro","31.95"
"Baja California","29.68"
"México","29.28"
"San Luis Potosí","26.64"
"Colima","24.44"
"Michoacán de Ocampo","23.66"
"Morelos","23.40"
"Oaxaca","21.49"
"Tabasco","21.47"
"Sinaloa","20.94"
"Guerrero","19.74"
"Jalisco","19.67"
"Hidalgo","19.11"
"Tlaxcala","18.32"
"Veracruz de Ignacio de La Llave","17.12"
"Baja California Sur","16.75"
"Sonora","14.50"
"Nayarit","13.79"
"Tamaulipas","13.65"
"Puebla","12.46"
"Yucatán","12.34"
"Guanajuato","11.09"
"Quintana Roo","8.81"
"Chiapas","1.96"
"Campeche","1.05"
