"Estado","% Ocupación"
"Guerrero","77.21"
"Ciudad de México","67.13"
"México","56.28"
"Baja California","54.64"
"Hidalgo","52.35"
"Puebla","45.05"
"Veracruz de Ignacio de La Llave","42.15"
"Sinaloa","41.08"
"Quintana Roo","40.18"
"Tabasco","39.75"
"Chiapas","37.33"
"Nayarit","32.86"
"Sonora","31.79"
"Oaxaca","31.20"
"Morelos","29.89"
"Tlaxcala","27.32"
"Yucatán","27.12"
"Durango","22.42"
"Chihuahua","22.10"
"Coahuila de Zaragoza","19.28"
"Querétaro","18.62"
"Nuevo León","18.53"
"Guanajuato","16.92"
"Campeche","15.14"
"Aguascalientes","15.01"
"Colima","14.77"
"Michoacán de Ocampo","13.79"
"Tamaulipas","13.09"
"Jalisco","12.61"
"San Luis Potosí","9.39"
"Zacatecas","8.42"
"Baja California Sur","7.14"
