"Estado","% Ocupación"
"México","32.91"
"Ciudad de México","32.79"
"Durango","29.03"
"Guerrero","28.12"
"Baja California","27.27"
"Nayarit","26.92"
"Sinaloa","22.14"
"Coahuila de Zaragoza","21.29"
"Puebla","18.91"
"Morelos","17.72"
"Quintana Roo","16.27"
"Tlaxcala","15.78"
"Chiapas","15.38"
"Hidalgo","12.76"
"Chihuahua","10.84"
"Querétaro","10.37"
"Veracruz de Ignacio de La Llave","9.90"
"Baja California Sur","9.52"
"San Luis Potosí","9.49"
"Michoacán de Ocampo","8.33"
"Sonora","8.25"
"Tabasco","7.93"
"Oaxaca","6.32"
"Tamaulipas","5.63"
"Yucatán","4.62"
"Guanajuato","4.60"
"Jalisco","4.45"
"Campeche","3.57"
"Colima","1.48"
"Nuevo León","0.67"
"Aguascalientes","0.60"
"Zacatecas","0.00"
