"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","81.35"
"Querétaro","80.55"
"México","68.09"
"Zacatecas","65.00"
"Guanajuato","55.76"
"Yucatán","54.05"
"Oaxaca","52.77"
"Nuevo León","46.31"
"Jalisco","44.92"
"Puebla","44.05"
"Morelos","41.42"
"Aguascalientes","41.37"
"Tabasco","38.09"
"Hidalgo","38.09"
"Veracruz de Ignacio de La Llave","37.25"
"Durango","36.98"
"San Luis Potosí","33.72"
"Sinaloa","33.62"
"Tamaulipas","31.77"
"Guerrero","26.31"
"Colima","26.31"
"Chihuahua","26.16"
"Michoacán de Ocampo","25.80"
"Quintana Roo","23.33"
"Baja California","17.50"
"Baja California Sur","14.28"
"Sonora","13.79"
"Coahuila de Zaragoza","10.34"
"Campeche","8.82"
"Nayarit","3.33"
"Chiapas","2.94"
