"Estado","% Ocupación"
"Ciudad de México","52.34"
"Oaxaca","42.78"
"Querétaro","42.06"
"Tabasco","40.35"
"Aguascalientes","37.07"
"México","36.56"
"Colima","34.56"
"Nuevo León","32.23"
"Hidalgo","29.30"
"Yucatán","29.03"
"Veracruz de Ignacio de La Llave","28.66"
"San Luis Potosí","27.64"
"Tlaxcala","25.71"
"Michoacán de Ocampo","25.17"
"Chihuahua","24.88"
"Jalisco","24.69"
"Morelos","20.68"
"Zacatecas","19.76"
"Sinaloa","19.74"
"Puebla","19.40"
"Guanajuato","18.43"
"Baja California Sur","17.41"
"Durango","16.78"
"Guerrero","16.73"
"Nayarit","14.49"
"Coahuila de Zaragoza","14.07"
"Baja California","13.77"
"Tamaulipas","12.32"
"Quintana Roo","8.19"
"Chiapas","8.00"
"Sonora","7.16"
"Campeche","5.97"
