"Estado","% Ocupación"
"Colima","48.95"
"Ciudad de México","40.20"
"Nuevo León","39.47"
"Aguascalientes","34.80"
"Chihuahua","33.17"
"México","27.24"
"Baja California","26.27"
"Querétaro","24.00"
"Oaxaca","22.92"
"Tabasco","22.65"
"Michoacán de Ocampo","22.55"
"Zacatecas","22.36"
"San Luis Potosí","22.17"
"Sinaloa","21.58"
"Baja California Sur","20.91"
"Veracruz de Ignacio de La Llave","20.67"
"Coahuila de Zaragoza","18.33"
"Jalisco","17.89"
"Hidalgo","17.42"
"Guerrero","17.08"
"Durango","16.19"
"Tlaxcala","16.12"
"Puebla","15.40"
"Yucatán","14.65"
"Morelos","14.45"
"Quintana Roo","14.03"
"Nayarit","13.79"
"Tamaulipas","13.77"
"Sonora","11.22"
"Guanajuato","9.13"
"Chiapas","5.32"
"Campeche","1.39"
