"Estado","% Ocupación"
"Ciudad de México","68.86"
"México","57.98"
"Nuevo León","54.94"
"Aguascalientes","54.91"
"Tlaxcala","50.33"
"Morelos","48.64"
"Colima","47.25"
"Hidalgo","46.85"
"Oaxaca","46.28"
"Puebla","41.77"
"Michoacán de Ocampo","41.30"
"Veracruz de Ignacio de La Llave","40.93"
"Jalisco","39.92"
"Baja California","39.47"
"San Luis Potosí","38.77"
"Querétaro","36.89"
"Guerrero","35.84"
"Tabasco","35.33"
"Guanajuato","34.34"
"Nayarit","33.12"
"Zacatecas","32.93"
"Sinaloa","29.71"
"Baja California Sur","27.36"
"Coahuila de Zaragoza","26.64"
"Sonora","25.27"
"Tamaulipas","24.03"
"Yucatán","23.93"
"Durango","21.48"
"Chihuahua","21.13"
"Quintana Roo","18.13"
"Chiapas","12.64"
"Campeche","5.97"
