"Estado","% Ocupación"
"México","62.14"
"Baja California","61.32"
"Guerrero","55.78"
"Ciudad de México","55.28"
"Chiapas","54.47"
"Veracruz de Ignacio de La Llave","50.92"
"Sinaloa","40.55"
"Puebla","35.20"
"Oaxaca","35.00"
"Sonora","33.33"
"Tlaxcala","31.70"
"Nayarit","28.78"
"Tabasco","26.63"
"Querétaro","26.28"
"Hidalgo","25.80"
"Chihuahua","25.21"
"Morelos","25.00"
"Yucatán","23.42"
"Quintana Roo","22.22"
"San Luis Potosí","18.81"
"Nuevo León","17.64"
"Michoacán de Ocampo","17.55"
"Tamaulipas","16.42"
"Campeche","15.87"
"Coahuila de Zaragoza","14.15"
"Aguascalientes","13.43"
"Colima","12.96"
"Durango","10.71"
"Baja California Sur","10.63"
"Zacatecas","7.24"
"Jalisco","6.94"
"Guanajuato","5.43"
