"Estado","% Ocupación"
"Querétaro","79.41"
"Ciudad de México","57.50"
"Yucatán","47.05"
"México","42.55"
"Morelos","40.90"
"Puebla","39.07"
"Chihuahua","36.36"
"Zacatecas","33.33"
"Tabasco","33.33"
"Durango","30.13"
"Aguascalientes","27.58"
"Sinaloa","27.52"
"Oaxaca","24.21"
"Veracruz de Ignacio de La Llave","23.07"
"San Luis Potosí","21.79"
"Nuevo León","21.11"
"Tamaulipas","20.93"
"Hidalgo","17.74"
"Sonora","17.72"
"Jalisco","17.09"
"Quintana Roo","16.21"
"Guerrero","15.45"
"Michoacán de Ocampo","14.70"
"Guanajuato","12.12"
"Baja California","11.62"
"Colima","11.11"
"Chiapas","11.11"
"Coahuila de Zaragoza","9.43"
"Campeche","3.12"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
