"Estado","% Ocupación"
"Ciudad de México","79.73"
"Baja California","79.42"
"México","64.43"
"Nuevo León","55.17"
"Hidalgo","47.97"
"Aguascalientes","47.65"
"Querétaro","46.31"
"Zacatecas","45.73"
"Tlaxcala","41.35"
"Sonora","40.92"
"Coahuila de Zaragoza","38.07"
"Durango","34.40"
"Baja California Sur","32.89"
"Tabasco","32.89"
"Oaxaca","32.00"
"Guanajuato","30.11"
"Jalisco","29.65"
"Sinaloa","27.16"
"Morelos","26.31"
"San Luis Potosí","25.43"
"Puebla","25.22"
"Chihuahua","23.07"
"Michoacán de Ocampo","22.35"
"Yucatán","19.80"
"Veracruz de Ignacio de La Llave","17.76"
"Guerrero","16.28"
"Tamaulipas","15.87"
"Colima","14.73"
"Quintana Roo","12.44"
"Nayarit","6.96"
"Chiapas","4.59"
"Campeche","3.78"
