"Estado","% Ocupación"
"Ciudad de México","63.02"
"Puebla","59.31"
"México","58.91"
"Morelos","54.94"
"Guerrero","51.77"
"Guanajuato","43.38"
"Hidalgo","42.59"
"Oaxaca","40.15"
"Querétaro","38.43"
"Nuevo León","37.84"
"Veracruz de Ignacio de La Llave","37.59"
"Michoacán de Ocampo","36.09"
"Colima","32.72"
"Durango","32.22"
"Jalisco","31.36"
"Aguascalientes","30.89"
"Nayarit","30.17"
"Baja California Sur","29.41"
"Zacatecas","28.16"
"Tlaxcala","26.12"
"Sinaloa","21.46"
"Sonora","21.38"
"San Luis Potosí","20.82"
"Quintana Roo","19.60"
"Tabasco","19.11"
"Tamaulipas","16.78"
"Coahuila de Zaragoza","16.51"
"Chihuahua","15.01"
"Baja California","14.22"
"Yucatán","12.47"
"Chiapas","8.34"
"Campeche","4.40"
