"Estado","% Ocupación"
"Chihuahua","32.85"
"Tabasco","28.12"
"Yucatán","22.48"
"Baja California Sur","20.72"
"Colima","18.64"
"Aguascalientes","17.58"
"Ciudad de México","17.51"
"Tlaxcala","17.21"
"Morelos","17.17"
"Querétaro","14.44"
"México","14.28"
"Durango","14.28"
"Baja California","14.02"
"Michoacán de Ocampo","13.82"
"Puebla","13.70"
"Tamaulipas","12.86"
"Quintana Roo","12.29"
"Oaxaca","12.08"
"Nuevo León","11.69"
"Guerrero","11.60"
"Jalisco","10.13"
"Sinaloa","9.88"
"Nayarit","9.25"
"Hidalgo","9.18"
"Zacatecas","9.14"
"Veracruz de Ignacio de La Llave","7.42"
"San Luis Potosí","7.07"
"Chiapas","4.59"
"Sonora","4.12"
"Guanajuato","3.59"
"Coahuila de Zaragoza","3.50"
"Campeche","3.14"
