"Estado","% Ocupación"
"Querétaro","75.67"
"Ciudad de México","75.07"
"Tlaxcala","75.00"
"Morelos","61.53"
"Zacatecas","61.11"
"Oaxaca","61.03"
"Yucatán","60.97"
"México","60.57"
"Tabasco","43.75"
"Nuevo León","40.10"
"San Luis Potosí","37.34"
"Guanajuato","36.55"
"Jalisco","36.47"
"Sinaloa","34.61"
"Tamaulipas","33.33"
"Puebla","32.35"
"Aguascalientes","31.66"
"Veracruz de Ignacio de La Llave","28.99"
"Chihuahua","26.78"
"Coahuila de Zaragoza","25.71"
"Hidalgo","25.49"
"Michoacán de Ocampo","24.24"
"Quintana Roo","23.72"
"Guerrero","22.80"
"Durango","20.98"
"Colima","20.00"
"Baja California","18.18"
"Baja California Sur","14.28"
"Sonora","8.82"
"Nayarit","6.66"
"Chiapas","6.45"
"Campeche","5.88"
