"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","72.50"
"Colima","71.42"
"Querétaro","71.42"
"Sinaloa","68.96"
"México","68.39"
"Veracruz de Ignacio de La Llave","68.25"
"Nuevo León","66.35"
"Baja California","64.19"
"Sonora","56.25"
"San Luis Potosí","55.55"
"Puebla","54.68"
"Oaxaca","54.25"
"Michoacán de Ocampo","53.65"
"Yucatán","51.78"
"Guerrero","51.76"
"Tabasco","51.03"
"Durango","45.71"
"Tamaulipas","43.69"
"Chiapas","43.58"
"Guanajuato","43.58"
"Quintana Roo","42.02"
"Aguascalientes","37.25"
"Morelos","35.84"
"Jalisco","30.08"
"Zacatecas","23.33"
"Coahuila de Zaragoza","22.72"
"Chihuahua","21.91"
"Campeche","21.42"
"Hidalgo","14.63"
"Baja California Sur","7.69"
"Nayarit","0.00"
