"Estado","% Ocupación"
"Nuevo León","81.55"
"Tabasco","79.90"
"Nayarit","71.87"
"Puebla","65.36"
"Veracruz de Ignacio de La Llave","64.23"
"Guanajuato","59.74"
"Sonora","57.24"
"Ciudad de México","52.74"
"Coahuila de Zaragoza","51.05"
"Colima","50.43"
"México","50.12"
"Tlaxcala","47.60"
"Sinaloa","46.86"
"Tamaulipas","45.92"
"Baja California","42.58"
"Quintana Roo","40.98"
"Oaxaca","40.34"
"Hidalgo","37.85"
"Guerrero","35.55"
"Campeche","35.23"
"Chiapas","35.07"
"Yucatán","33.59"
"Baja California Sur","31.22"
"Durango","30.31"
"San Luis Potosí","27.89"
"Aguascalientes","25.89"
"Jalisco","25.45"
"Morelos","24.78"
"Michoacán de Ocampo","23.93"
"Chihuahua","20.85"
"Querétaro","19.15"
"Zacatecas","18.82"
